File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF592DOR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR392TWV	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1322'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/26137/'], '@type': ['Target', 'Item'], 'name': 'ZBTB20-human', 'label': 'ZBTB20', '@id': '/targets/ZBTB20-human/', 'title': 'ZBTB20 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '88b4c695-7a4c-4f33-9a73-bb2a17ee42e1', 'status': 'released'}				ZBTB20-human	DNA				formaldehyde		2023-01-06	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF498OQY/, /files/ENCFF679MKI/, /files/ENCFF802BRW/	345212	ENCODE Processing Pipeline	f68390717f0789f729316b6dd5e6fbf5		https://www.encodeproject.org/files/ENCFF592DOR/@@download/ENCFF592DOR.bed.gz				released	s3://encode-public/2022/12/19/69bf8b67-c36e-43ac-934e-d4ece8c96776/ENCFF592DOR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/19/69bf8b67-c36e-43ac-934e-d4ece8c96776/ENCFF592DOR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents, low read depth, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF254ZSQ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR620ZUC	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/81566/'], '@type': ['Target', 'Item'], 'name': 'CSRNP2-human', 'label': 'CSRNP2', '@id': '/targets/CSRNP2-human/', 'title': 'CSRNP2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '857f7be9-a43c-4c8e-b6d7-03bceb771870', 'status': 'released'}				CSRNP2-human	DNA				formaldehyde		2022-08-15	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF739OZT/, /files/ENCFF356LFX/, /files/ENCFF166CLD/, /files/ENCFF792DHK/	41202	ENCODE Processing Pipeline	d6141e9e6c7e22941a67139c99f40c2e		https://www.encodeproject.org/files/ENCFF254ZSQ/@@download/ENCFF254ZSQ.bed.gz				released	s3://encode-public/2022/07/23/a96b3bd9-9506-4f02-ae84-84069be0367a/ENCFF254ZSQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/23/a96b3bd9-9506-4f02-ae84-84069be0367a/ENCFF254ZSQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	low read depth, missing genetic modification reagents		
ENCFF393LUP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BLW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF285GKD/, /files/ENCFF459YUC/, /files/ENCFF356LFX/, /files/ENCFF092MIT/, /files/ENCFF634FYT/	547960	ENCODE Processing Pipeline	9b1856ed3c9ad3a8346fda20d3db7685		https://www.encodeproject.org/files/ENCFF393LUP/@@download/ENCFF393LUP.bed.gz				released	s3://encode-public/2020/12/27/d7cd8826-0361-414c-8410-c697f9827de3/ENCFF393LUP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/d7cd8826-0361-414c-8410-c697f9827de3/ENCFF393LUP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking, low read length, moderate library complexity		
ENCFF050QMU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BLV	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SRF-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF380UUO/, /files/ENCFF292VMV/, /files/ENCFF356LFX/, /files/ENCFF285GKD/, /files/ENCFF459YUC/	120625	ENCODE Processing Pipeline	f7887c030ccc5d540e3b4626234c018d		https://www.encodeproject.org/files/ENCFF050QMU/@@download/ENCFF050QMU.bed.gz				released	s3://encode-public/2020/12/28/4cfa668a-d393-483f-b0ed-b04a9be45a5f/ENCFF050QMU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/4cfa668a-d393-483f-b0ed-b04a9be45a5f/ENCFF050QMU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking, low read length, moderate library complexity		
ENCFF340VOQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR069JKP	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-356'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7029/'], '@type': ['Target', 'Item'], 'name': 'TFDP2-human', 'label': 'TFDP2', '@id': '/targets/TFDP2-human/', 'title': 'TFDP2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'ce4d0949-ca02-453a-84c9-a75e804b43ee', 'status': 'released'}				TFDP2-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF217RYA/, /files/ENCFF026BZS/, /files/ENCFF356LFX/, /files/ENCFF723HPB/	384141	ENCODE Processing Pipeline	d7cd0342b0b4685e12016872c11a9186		https://www.encodeproject.org/files/ENCFF340VOQ/@@download/ENCFF340VOQ.bed.gz				released	s3://encode-public/2020/06/30/18124922-ef06-46e0-bbd8-e2d8e1a549a4/ENCFF340VOQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/06/30/18124922-ef06-46e0-bbd8-e2d8e1a549a4/ENCFF340VOQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF698ITQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR080UEM	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZNF143'], 'aliases': ['michael-snyder:TS-1584'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7702/'], '@type': ['Target', 'Item'], 'label': 'ZNF143', 'title': 'ZNF143 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3d9d86db-e020-46f4-a216-4e0b5a0bc82b', 'schema_version': '14', 'name': 'ZNF143-human', '@id': '/targets/ZNF143-human/', 'status': 'released'}				ZNF143-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF195QNE/, /files/ENCFF657NDS/, /files/ENCFF408PVF/, /files/ENCFF356LFX/	265416	ENCODE Processing Pipeline	1f80cf9e9eca1fdc944f17d397097670		https://www.encodeproject.org/files/ENCFF698ITQ/@@download/ENCFF698ITQ.bed.gz				released	s3://encode-public/2020/07/01/1e9b2292-135c-4ff5-af37-1a80a8d09eb4/ENCFF698ITQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/01/1e9b2292-135c-4ff5-af37-1a80a8d09eb4/ENCFF698ITQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF725ZBA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR322ULL	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZBTB7B'], 'aliases': ['michael-snyder:TS-2087'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51043/'], '@type': ['Target', 'Item'], 'label': 'ZBTB7B', 'title': 'ZBTB7B (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '30be4cae-373e-47d4-8ef8-45c5428c5490', 'schema_version': '14', 'name': 'ZBTB7B-human', '@id': '/targets/ZBTB7B-human/', 'status': 'released'}				ZBTB7B-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF011IUN/, /files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF016VUQ/	489425	ENCODE Processing Pipeline	59f5ae756f35bda2ac7dd51cdfa00dbe		https://www.encodeproject.org/files/ENCFF725ZBA/@@download/ENCFF725ZBA.bed.gz				released	s3://encode-public/2020/07/07/9be0276e-3825-465b-9415-835760eeaa1d/ENCFF725ZBA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/9be0276e-3825-465b-9415-835760eeaa1d/ENCFF725ZBA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF974NTF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR178SXA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:NCOA2'], 'aliases': ['michael-snyder:TS-1431'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10499/'], '@type': ['Target', 'Item'], 'label': 'NCOA2', 'title': 'NCOA2 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '80ec861e-4fbd-4fb9-b1df-05d600b59d44', 'schema_version': '14', 'name': 'NCOA2-human', '@id': '/targets/NCOA2-human/', 'status': 'released'}				NCOA2-human	DNA				formaldehyde		2022-08-31	ENCODE		see document, sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF175JKT/, /files/ENCFF356LFX/, /files/ENCFF513VDE/	547285	ENCODE Processing Pipeline	45c98e5d35b371fd6f8914f5c7ba1e36		https://www.encodeproject.org/files/ENCFF974NTF/@@download/ENCFF974NTF.bed.gz				released	s3://encode-public/2022/08/29/66717fa7-dc65-436c-a754-5c1aa5e62268/ENCFF974NTF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/08/29/66717fa7-dc65-436c-a754-5c1aa5e62268/ENCFF974NTF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms		
ENCFF931JDS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR474YDA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1537'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8089/'], '@type': ['Target', 'Item'], 'name': 'YEATS4-human', 'label': 'YEATS4', '@id': '/targets/YEATS4-human/', 'title': 'YEATS4 (Homo sapiens)', 'investigated_as': ['chromatin remodeler'], 'uuid': '1639909d-fa04-49b3-a901-f11769976202', 'status': 'released'}				YEATS4-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF679HVF/, /files/ENCFF657NDS/, /files/ENCFF848CEL/, /files/ENCFF356LFX/	541178	ENCODE Processing Pipeline	989e8f65ee3a875274d17a4537de144f		https://www.encodeproject.org/files/ENCFF931JDS/@@download/ENCFF931JDS.bed.gz				released	s3://encode-public/2020/07/06/a43d92dc-6ac6-43e4-bea6-0f96414f8005/ENCFF931JDS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/06/a43d92dc-6ac6-43e4-bea6-0f96414f8005/ENCFF931JDS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	borderline replicate concordance, missing genetic modification reagents		
ENCFF868DTR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR512ECF	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1583'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7701/'], '@type': ['Target', 'Item'], 'name': 'ZNF142-human', 'label': 'ZNF142', '@id': '/targets/ZNF142-human/', 'title': 'ZNF142 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'efcf2ad1-1146-4e3d-876d-ea025f5011b0', 'status': 'released'}				ZNF142-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF973EPP/, /files/ENCFF356LFX/, /files/ENCFF657NDS/, /files/ENCFF456VEY/	271948	ENCODE Processing Pipeline	6c8c06c55525d60bbb65c8624ad72f08		https://www.encodeproject.org/files/ENCFF868DTR/@@download/ENCFF868DTR.bed.gz				released	s3://encode-public/2020/07/02/74433f76-5a4f-4ddf-bd0b-7fc0fe49614c/ENCFF868DTR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/02/74433f76-5a4f-4ddf-bd0b-7fc0fe49614c/ENCFF868DTR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF857BXY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR237OGW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1389/'], '@type': ['Target', 'Item'], 'name': 'CREBL2-human', 'label': 'CREBL2', '@id': '/targets/CREBL2-human/', 'title': 'CREBL2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'bc7802d8-71a1-4c99-8a42-85fcdef235a4', 'status': 'released'}				CREBL2-human	DNA				formaldehyde		2023-01-06	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF016WME/, /files/ENCFF356LFX/, /files/ENCFF178QIK/, /files/ENCFF261WQC/	118051	ENCODE Processing Pipeline	a4ff11a3a2764050fc6ad834848125fe		https://www.encodeproject.org/files/ENCFF857BXY/@@download/ENCFF857BXY.bed.gz				released	s3://encode-public/2022/12/19/b6ea2ccb-3624-4383-88c4-6d08d79135bf/ENCFF857BXY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/19/b6ea2ccb-3624-4383-88c4-6d08d79135bf/ENCFF857BXY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, missing genetic modification reagents		
ENCFF425JPL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR124QQJ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-889'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/117608/'], '@type': ['Target', 'Item'], 'name': 'ZNF354B-human', 'label': 'ZNF354B', '@id': '/targets/ZNF354B-human/', 'title': 'ZNF354B (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '884a77b4-f554-49c3-9f34-d4fa90bdefd2', 'status': 'released'}				ZNF354B-human	DNA				formaldehyde		2022-08-15	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF482ZBC/, /files/ENCFF828KFL/, /files/ENCFF862MVM/, /files/ENCFF356LFX/	125595	ENCODE Processing Pipeline	cd51d7fe839865533d055bf190e1dec5		https://www.encodeproject.org/files/ENCFF425JPL/@@download/ENCFF425JPL.bed.gz				released	s3://encode-public/2022/07/23/ac30774f-4b82-48cb-9ea3-06771579df95/ENCFF425JPL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/23/ac30774f-4b82-48cb-9ea3-06771579df95/ENCFF425JPL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF428ZPS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR532WFC	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7541/'], '@type': ['Target', 'Item'], 'name': 'ZBTB14-human', 'label': 'ZBTB14', '@id': '/targets/ZBTB14-human/', 'title': 'ZBTB14 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'cabf5398-e354-48c0-a2ff-ec6201860e46', 'status': 'released'}				ZBTB14-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF761BAY/, /files/ENCFF499SCO/, /files/ENCFF356LFX/, /files/ENCFF657NDS/	181793	ENCODE Processing Pipeline	c3f4d96b57a133fa58dfdfe960529aea		https://www.encodeproject.org/files/ENCFF428ZPS/@@download/ENCFF428ZPS.bed.gz				released	s3://encode-public/2020/07/01/b9bfd794-d3c3-4461-b4d0-5660edf84c74/ENCFF428ZPS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/01/b9bfd794-d3c3-4461-b4d0-5660edf84c74/ENCFF428ZPS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF502SCY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR846FMR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:CC2D1A'], 'aliases': ['michael-snyder:TS-2019'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/54862/'], '@type': ['Target', 'Item'], 'label': 'CC2D1A', 'title': 'CC2D1A (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f76bf8e2-3bf3-4d3e-a929-41941a96eab8', 'schema_version': '14', 'name': 'CC2D1A-human', '@id': '/targets/CC2D1A-human/', 'status': 'released'}				CC2D1A-human	DNA				formaldehyde		2023-01-19	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF014FYW/, /files/ENCFF356LFX/, /files/ENCFF157XJU/, /files/ENCFF236ETG/	86967	ENCODE Processing Pipeline	03fa84da4595237b50e3322c58a03eff		https://www.encodeproject.org/files/ENCFF502SCY/@@download/ENCFF502SCY.bed.gz				released	s3://encode-public/2023/01/10/f41e239b-bbea-415e-9a0d-f70df924e0e6/ENCFF502SCY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2023/01/10/f41e239b-bbea-415e-9a0d-f70df924e0e6/ENCFF502SCY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF172LIW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR979KHU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/11016/', '/genes/8620/'], '@type': ['Target', 'Item'], 'name': 'ATF7-NPFF-human', 'label': 'ATF7-NPFF', '@id': '/targets/ATF7-NPFF-human/', 'title': 'ATF7-NPFF (Homo sapiens)', 'investigated_as': ['other context'], 'uuid': 'c781f66a-1649-44e1-ac3f-1cf9cb1773fb', 'status': 'released'}				ATF7-NPFF-human	DNA				formaldehyde		2023-01-06	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF270OVH/, /files/ENCFF157XJU/, /files/ENCFF356LFX/, /files/ENCFF105PTS/	322536	ENCODE Processing Pipeline	1b3e48a5671e1cdc2758a210e914e773		https://www.encodeproject.org/files/ENCFF172LIW/@@download/ENCFF172LIW.bed.gz				released	s3://encode-public/2022/12/19/45555dc3-a66a-48a8-859e-bc8b88c214aa/ENCFF172LIW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/19/45555dc3-a66a-48a8-859e-bc8b88c214aa/ENCFF172LIW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents, low read depth, mild to moderate bottlenecking, moderate library complexity		
ENCFF440ODC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR395MHA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:BRD4'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23476/'], '@type': ['Target', 'Item'], 'label': 'BRD4', 'title': 'BRD4 (Homo sapiens)', 'investigated_as': ['chromatin remodeler', 'cofactor'], 'uuid': '845d88b2-a793-47f8-82e6-685531d8fb8d', 'schema_version': '14', 'name': 'BRD4-human', '@id': '/targets/BRD4-human/', 'status': 'released'}				BRD4-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF034TQH/, /files/ENCFF043QAD/, /files/ENCFF657NDS/	275306	ENCODE Processing Pipeline	ff0ce9dbcaa9f8ceeea5f6ec7e63783f		https://www.encodeproject.org/files/ENCFF440ODC/@@download/ENCFF440ODC.bed.gz				released	s3://encode-public/2020/07/04/af616286-2ed0-4cc8-bfb5-744b60a0922a/ENCFF440ODC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/04/af616286-2ed0-4cc8-bfb5-744b60a0922a/ENCFF440ODC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
